gene id Process
GRLF1 hsa04810 Regulation_of_actin_cytoskeleton
ARHGAP35 hsa04611 Platelet_activation
ARHGAP35 hsa04510 Focal_adhesion
ARHGAP35 hsa04670 Leukocyte_transendothelial_migration
ARHGAP35 hsa04810 Regulation_of_actin_cytoskeleton
GRM1 hsa04068 FoxO_signaling_pathway
GRM1 hsa04723 Retrograde_endocannabinoid_signaling
GRM1 hsa04080 Neuroactive_ligand-receptor_interaction
GRM1 hsa04072 Phospholipase_D_signaling_pathway
GRM1 hsa04724 Glutamatergic_synapse
GRM1 hsa04540 Gap_junction
GRM1 hsa04742 Taste_transduction
GRM1 hsa04915 Estrogen_signaling_pathway
GRM1 hsa04730 Long-term_depression
GRM1 hsa04020 Calcium_signaling_pathway
GRM1 hsa04720 Long-term_potentiation
GRM2 hsa04724 Glutamatergic_synapse
GRM2 hsa04080 Neuroactive_ligand-receptor_interaction
GRM2 hsa04072 Phospholipase_D_signaling_pathway
GRM2 hsa05030 Cocaine_addiction
GRM3 hsa04724 Glutamatergic_synapse
GRM3 hsa04072 Phospholipase_D_signaling_pathway
GRM3 hsa05030 Cocaine_addiction
GRM3 hsa04080 Neuroactive_ligand-receptor_interaction
GRM4 hsa04724 Glutamatergic_synapse
GRM4 hsa04742 Taste_transduction
GRM4 hsa04072 Phospholipase_D_signaling_pathway
GRM4 hsa04080 Neuroactive_ligand-receptor_interaction
GRM5 hsa04020 Calcium_signaling_pathway
GRM5 hsa04724 Glutamatergic_synapse
GRM5 hsa04723 Retrograde_endocannabinoid_signaling
GRM5 hsa05016 Huntington's_disease
GRM5 hsa04080 Neuroactive_ligand-receptor_interaction
GRM5 hsa04540 Gap_junction
GRM5 hsa04072 Phospholipase_D_signaling_pathway
GRM5 hsa04720 Long-term_potentiation
GRM6 hsa04724 Glutamatergic_synapse
GRM6 hsa04072 Phospholipase_D_signaling_pathway
GRM6 hsa04080 Neuroactive_ligand-receptor_interaction
GRM7 hsa04724 Glutamatergic_synapse
GRM7 hsa04080 Neuroactive_ligand-receptor_interaction
GRM7 hsa04072 Phospholipase_D_signaling_pathway
GRM8 hsa04724 Glutamatergic_synapse
GRM8 hsa04080 Neuroactive_ligand-receptor_interaction
GRM8 hsa04072 Phospholipase_D_signaling_pathway
CXCL1 hsa04060 Cytokine-cytokine_receptor_interaction
CXCL1 hsa05146 Amoebiasis
CXCL1 hsa05120 Epithelial_cell_signaling_in_Helicobacter_pylori_infection
CXCL1 hsa05134 Legionellosis
CXCL1 hsa05132 Salmonella_infection
CXCL1 hsa04062 Chemokine_signaling_pathway
CXCL1 hsa05323 Rheumatoid_arthritis
CXCL1 hsa04668 TNF_signaling_pathway
CXCL1 hsa04621 NOD-like_receptor_signaling_pathway
CXCL2 hsa04062 Chemokine_signaling_pathway
CXCL2 hsa05134 Legionellosis
CXCL2 hsa04668 TNF_signaling_pathway
CXCL2 hsa04064 NF-kappa_B_signaling_pathway
CXCL2 hsa04621 NOD-like_receptor_signaling_pathway
CXCL2 hsa04060 Cytokine-cytokine_receptor_interaction
CXCL2 hsa05132 Salmonella_infection
CXCL3 hsa04060 Cytokine-cytokine_receptor_interaction
CXCL3 hsa05134 Legionellosis
CXCL3 hsa04668 TNF_signaling_pathway
CXCL3 hsa04062 Chemokine_signaling_pathway
CXCL3 hsa05132 Salmonella_infection
PDIA3 hsa04141 Protein_processing_in_endoplasmic_reticulum
PDIA3 hsa04612 Antigen_processing_and_presentation
GRPR hsa04020 Calcium_signaling_pathway
GRPR hsa04080 Neuroactive_ligand-receptor_interaction
GSN hsa04666 Fc_gamma_R-mediated_phagocytosis
GSN hsa05203 Viral_carcinogenesis
GSN hsa04810 Regulation_of_actin_cytoskeleton
GSPT1 hsa03015 mRNA_surveillance_pathway
GSR hsa04918 Thyroid_hormone_synthesis
GSR hsa00480 Glutathione_metabolism
GSS hsa01100 Metabolic_pathways
GSS hsa00480 Glutathione_metabolism
GSS hsa00270 Cysteine_and_methionine_metabolism
GSTA1 hsa01524 Platinum_drug_resistance
GSTA1 hsa05204 Chemical_carcinogenesis
GSTA1 hsa00480 Glutathione_metabolism
GSTA1 hsa00982 Drug_metabolism
GSTA1 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
GSTA2 hsa05204 Chemical_carcinogenesis
GSTA2 hsa00480 Glutathione_metabolism
GSTA2 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
GSTA2 hsa01524 Platinum_drug_resistance
GSTA2 hsa00982 Drug_metabolism
GSTA3 hsa00982 Drug_metabolism
GSTA3 hsa01524 Platinum_drug_resistance
GSTA3 hsa05204 Chemical_carcinogenesis
GSTA3 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
GSTA3 hsa00480 Glutathione_metabolism
GSTA4 hsa00982 Drug_metabolism
GSTA4 hsa05204 Chemical_carcinogenesis
GSTA4 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
GSTA4 hsa01524 Platinum_drug_resistance
GSTA4 hsa00480 Glutathione_metabolism
GSTM1 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
GSTM1 hsa00480 Glutathione_metabolism
GSTM1 hsa01524 Platinum_drug_resistance
GSTM1 hsa05204 Chemical_carcinogenesis
GSTM1 hsa00982 Drug_metabolism
GSTM2 hsa00480 Glutathione_metabolism
GSTM2 hsa01524 Platinum_drug_resistance
GSTM2 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
GSTM2 hsa05204 Chemical_carcinogenesis
GSTM2 hsa00982 Drug_metabolism
GSTM3 hsa00480 Glutathione_metabolism
GSTM3 hsa00982 Drug_metabolism
GSTM3 hsa01524 Platinum_drug_resistance
GSTM3 hsa05204 Chemical_carcinogenesis
GSTM3 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
GSTM4 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
GSTM4 hsa00982 Drug_metabolism
GSTM4 hsa01524 Platinum_drug_resistance
GSTM4 hsa00480 Glutathione_metabolism
GSTM4 hsa05204 Chemical_carcinogenesis
GSTM5 hsa00982 Drug_metabolism
GSTM5 hsa01524 Platinum_drug_resistance
GSTM5 hsa00480 Glutathione_metabolism
GSTM5 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
GSTM5 hsa05204 Chemical_carcinogenesis
GSTP1 hsa05200 Pathways_in_cancer
GSTP1 hsa00480 Glutathione_metabolism
GSTP1 hsa05215 Prostate_cancer
GSTP1 hsa00980 Metabolism_of_xenobiotics_by_cytochrome_P450
GSTP1 hsa05204 Chemical_carcinogenesis
GSTP1 hsa00982 Drug_metabolism
GSTP1 hsa01524 Platinum_drug_resistance
GSTZ1 hsa01100 Metabolic_pathways
GSTZ1 hsa00350 Tyrosine_metabolism
MSH6 hsa03430 Mismatch_repair
MSH6 hsa05210 Colorectal_cancer
MSH6 hsa05200 Pathways_in_cancer
MSH6 hsa01524 Platinum_drug_resistance
GTF2A1 hsa05203 Viral_carcinogenesis
GTF2A1 hsa03022 Basal_transcription_factors
GTF2A2 hsa05203 Viral_carcinogenesis
GTF2A2 hsa03022 Basal_transcription_factors
GTF2B hsa03022 Basal_transcription_factors
GTF2B hsa05203 Viral_carcinogenesis
GTF2B hsa05169 Epstein-Barr_virus_infection
GTF2E1 hsa03022 Basal_transcription_factors
GTF2E1 hsa05169 Epstein-Barr_virus_infection
GTF2E1 hsa05203 Viral_carcinogenesis
GTF2E2 hsa03022 Basal_transcription_factors
GTF2E2 hsa05203 Viral_carcinogenesis
GTF2E2 hsa05169 Epstein-Barr_virus_infection
GTF2F1 hsa03022 Basal_transcription_factors
GTF2F2 hsa03022 Basal_transcription_factors
GTF2H1 hsa03420 Nucleotide_excision_repair
GTF2H1 hsa05203 Viral_carcinogenesis
GTF2H1 hsa03022 Basal_transcription_factors
GTF2H2 hsa03420 Nucleotide_excision_repair
GTF2H2 hsa03022 Basal_transcription_factors
GTF2H2 hsa05203 Viral_carcinogenesis
GTF2H3 hsa03022 Basal_transcription_factors
GTF2H3 hsa03420 Nucleotide_excision_repair
GTF2H3 hsa05203 Viral_carcinogenesis
GTF2H4 hsa03420 Nucleotide_excision_repair
GTF2H4 hsa03022 Basal_transcription_factors
GTF2H4 hsa05203 Viral_carcinogenesis
GTF2I hsa04022 cGMP-PKG_signaling_pathway
GTF2I hsa05168 Herpes_simplex_infection
GTF2I hsa03022 Basal_transcription_factors
GUCY1A2 hsa04611 Platelet_activation
GUCY1A2 hsa04924 Renin_secretion
GUCY1A2 hsa04540 Gap_junction
GUCY1A2 hsa04921 Oxytocin_signaling_pathway
GUCY1A2 hsa00230 Purine_metabolism
GUCY1A2 hsa04713 Circadian_entrainment
GUCY1A2 hsa04730 Long-term_depression
GUCY1A2 hsa04970 Salivary_secretion
GUCY1A2 hsa04022 cGMP-PKG_signaling_pathway
GUCY1A2 hsa04270 Vascular_smooth_muscle_contraction
GUCA1A hsa04744 Phototransduction
GUCA1B hsa04744 Phototransduction
GUCY1A3 hsa00230 Purine_metabolism
GUCY1A3 hsa04540 Gap_junction
GUCY1A3 hsa04730 Long-term_depression
GUCY1A3 hsa04022 cGMP-PKG_signaling_pathway
GUCY1A3 hsa04921 Oxytocin_signaling_pathway
GUCY1A3 hsa04970 Salivary_secretion
GUCY1A3 hsa04270 Vascular_smooth_muscle_contraction
GUCY1A3 hsa04713 Circadian_entrainment
GUCY1A3 hsa04611 Platelet_activation
GUCY1A3 hsa04924 Renin_secretion
GUCY1B3 hsa04540 Gap_junction
GUCY1B3 hsa04970 Salivary_secretion
GUCY1B3 hsa04924 Renin_secretion
GUCY1B3 hsa00230 Purine_metabolism
GUCY1B3 hsa04730 Long-term_depression
GUCY1B3 hsa04270 Vascular_smooth_muscle_contraction
GUCY1B3 hsa04611 Platelet_activation
GUCY1B3 hsa04022 cGMP-PKG_signaling_pathway
GUCY1B3 hsa04921 Oxytocin_signaling_pathway
GUCY1B3 hsa04713 Circadian_entrainment
GUCY2C hsa00230 Purine_metabolism
GUCY2F hsa00230 Purine_metabolism
GUCY2F hsa04744 Phototransduction
GUK1 hsa00230 Purine_metabolism
GUK1 hsa01100 Metabolic_pathways
GUSB hsa00040 Pentose_and_glucuronate_interconversions
GUSB hsa00983 Drug_metabolism
GUSB hsa04142 Lysosome
GUSB hsa00860 Porphyrin_and_chlorophyll_metabolism
GUSB hsa01100 Metabolic_pathways
GUSB hsa00500 Starch_and_sucrose_metabolism
GUSB hsa00531 Glycosaminoglycan_degradation
GPErik hsa05144 Malaria
GPErik hsa04640 Hematopoietic_cell_lineage
GYPA hsa05144 Malaria
GYPA hsa04640 Hematopoietic_cell_lineage
GYPB hsa05144 Malaria
GYPC hsa05144 Malaria
GYS1 hsa04151 PI3K-Akt_signaling_pathway
GYS1 hsa04152 AMPK_signaling_pathway
GYS1 hsa00500 Starch_and_sucrose_metabolism
GYS1 hsa04922 Glucagon_signaling_pathway
GYS1 hsa04931 Insulin_resistance
GYS1 hsa04910 Insulin_signaling_pathway
GUCY2D hsa04740 Olfactory_transduction
GUCY2D hsa04744 Phototransduction
GUCY2D hsa00230 Purine_metabolism
GZMA hsa04080 Neuroactive_ligand-receptor_interaction
GZMB hsa05320 Autoimmune_thyroid_disease
GZMB hsa05202 Transcriptional_misregulation_in_cancer
GZMB hsa04650 Natural_killer_cell_mediated_cytotoxicity
GZMB hsa04940 Type_I_diabetes_mellitus
GZMB hsa04210 Apoptosis
GZMB hsa05332 Graft-versus-host_disease
GZMB hsa05330 Allograft_rejection
HIST1H2AD hsa05034 Alcoholism
HIST1H2AD hsa05322 Systemic_lupus_erythematosus
H2AFX hsa05322 Systemic_lupus_erythematosus
H2AFX hsa05034 Alcoholism
H2AFZ hsa05034 Alcoholism
H2AFZ hsa05322 Systemic_lupus_erythematosus
HIST1H2BD hsa05203 Viral_carcinogenesis
HIST1H2BD hsa05322 Systemic_lupus_erythematosus
HIST1H2BD hsa05034 Alcoholism
HIST1H2BB hsa05034 Alcoholism
HIST1H2BB hsa05203 Viral_carcinogenesis
HIST1H2BB hsa05322 Systemic_lupus_erythematosus
H3F3A hsa05322 Systemic_lupus_erythematosus
H3F3A hsa05202 Transcriptional_misregulation_in_cancer
H3F3A hsa05034 Alcoholism
H3F3B hsa05202 Transcriptional_misregulation_in_cancer
H3F3B hsa05034 Alcoholism
H3F3B hsa05322 Systemic_lupus_erythematosus
HSD17B10 hsa01100 Metabolic_pathways
HSD17B10 hsa05010 Alzheimer's_disease
HSD17B10 hsa00280 Valine,_leucine_and_isoleucine_degradation
HAGH hsa00620 Pyruvate_metabolism
HADH hsa00071 Fatty_acid_degradation
HADH hsa00640 Propanoate_metabolism
HADH hsa00280 Valine,_leucine_and_isoleucine_degradation
HADH hsa00380 Tryptophan_metabolism
HADH hsa00310 Lysine_degradation
HADH hsa00650 Butanoate_metabolism
HADH hsa01100 Metabolic_pathways
HADH hsa01200 Carbon_metabolism
HADH hsa00062 Fatty_acid_elongation
HADH hsa01040 Biosynthesis_of_unsaturated_fatty_acids
HADH hsa00410 beta-Alanine_metabolism
HADH hsa01212 Fatty_acid_metabolism
HADHA hsa00071 Fatty_acid_degradation
HADHA hsa00640 Propanoate_metabolism
HADHA hsa00280 Valine,_leucine_and_isoleucine_degradation
HADHA hsa00380 Tryptophan_metabolism
HADHA hsa00310 Lysine_degradation
HADHA hsa00650 Butanoate_metabolism
HADHA hsa01100 Metabolic_pathways
HADHA hsa01200 Carbon_metabolism
HADHA hsa00062 Fatty_acid_elongation
HADHA hsa01040 Biosynthesis_of_unsaturated_fatty_acids
HADHA hsa00410 beta-Alanine_metabolism
HADHA hsa01212 Fatty_acid_metabolism
HADHB hsa01212 Fatty_acid_metabolism
HADHB hsa01100 Metabolic_pathways
HADHB hsa00071 Fatty_acid_degradation
HADHB hsa00062 Fatty_acid_elongation
HADHB hsa00280 Valine,_leucine_and_isoleucine_degradation
HADH hsa00310 Lysine_degradation
HADH hsa01100 Metabolic_pathways
HADH hsa00071 Fatty_acid_degradation
HADH hsa00650 Butanoate_metabolism
HADH hsa01212 Fatty_acid_metabolism
HADH hsa00062 Fatty_acid_elongation
HADH hsa00280 Valine,_leucine_and_isoleucine_degradation
HADH hsa00380 Tryptophan_metabolism
HAL hsa01100 Metabolic_pathways
HAL hsa00340 Histidine_metabolism
HARS hsa00970 Aminoacyl-tRNA_biosynthesis
HBA1 hsa05144 Malaria
HBA1 hsa05143 African_trypanosomiasis
HBA2 hsa05143 African_trypanosomiasis
HBA2 hsa05144 Malaria
HBB hsa05143 African_trypanosomiasis
HBB hsa05144 Malaria
HCCS hsa00860 Porphyrin_and_chlorophyll_metabolism
SERPIND1 hsa04610 Complement_and_coagulation_cascades
HCFC1 hsa05168 Herpes_simplex_infection
HCK hsa04666 Fc_gamma_R-mediated_phagocytosis
HCK hsa04062 Chemokine_signaling_pathway
HCLS1 hsa05205 Proteoglycans_in_cancer
HCLS1 hsa05130 Pathogenic_Escherichia_coli_infection
HCLS1 hsa05131 Shigellosis
HCLS1 hsa04530 Tight_junction
HCLS1 hsa05100 Bacterial_invasion_of_epithelial_cells
HCRTR1 hsa04080 Neuroactive_ligand-receptor_interaction
HCRTR2 hsa04080 Neuroactive_ligand-receptor_interaction
HTT hsa05016 Huntington's_disease
HDAC1 hsa05034 Alcoholism
HDAC1 hsa05031 Amphetamine_addiction
HDAC1 hsa04330 Notch_signaling_pathway
HDAC1 hsa05169 Epstein-Barr_virus_infection
HDAC1 hsa04213 Longevity_regulating_pathway
HDAC1 hsa05202 Transcriptional_misregulation_in_cancer
HDAC1 hsa05206 MicroRNAs_in_cancer
HDAC1 hsa04919 Thyroid_hormone_signaling_pathway
HDAC1 hsa05203 Viral_carcinogenesis
HDAC1 hsa05016 Huntington's_disease
HDAC1 hsa05200 Pathways_in_cancer
HDAC1 hsa05220 Chronic_myeloid_leukemia
HDAC1 hsa04110 Cell_cycle
HDAC2 hsa05034 Alcoholism
HDAC2 hsa04110 Cell_cycle
HDAC2 hsa05220 Chronic_myeloid_leukemia
HDAC2 hsa04213 Longevity_regulating_pathway
HDAC2 hsa05202 Transcriptional_misregulation_in_cancer
HDAC2 hsa05169 Epstein-Barr_virus_infection
HDAC2 hsa04919 Thyroid_hormone_signaling_pathway
HDAC2 hsa05200 Pathways_in_cancer
HDAC2 hsa05203 Viral_carcinogenesis
HDAC2 hsa04330 Notch_signaling_pathway
HDAC2 hsa05016 Huntington's_disease
NCKAP1L hsa04810 Regulation_of_actin_cytoskeleton
HEXA hsa00603 Glycosphingolipid_biosynthesis
HEXA hsa00604 Glycosphingolipid_biosynthesis
HEXA hsa01100 Metabolic_pathways
HEXA hsa00511 Other_glycan_degradation
HEXA hsa04142 Lysosome
HEXA hsa00531 Glycosaminoglycan_degradation
HEXA hsa00520 Amino_sugar_and_nucleotide_sugar_metabolism
HEXB hsa00603 Glycosphingolipid_biosynthesis
HEXB hsa00520 Amino_sugar_and_nucleotide_sugar_metabolism
HEXB hsa04142 Lysosome
HEXB hsa00531 Glycosaminoglycan_degradation
HEXB hsa00604 Glycosphingolipid_biosynthesis
HEXB hsa00511 Other_glycan_degradation
HEXB hsa01100 Metabolic_pathways
HEL-248 hsa00603 Glycosphingolipid_biosynthesis
HEL-248 hsa00520 Amino_sugar_and_nucleotide_sugar_metabolism
HEL-248 hsa04142 Lysosome
HEL-248 hsa00531 Glycosaminoglycan_degradation
HEL-248 hsa00604 Glycosphingolipid_biosynthesis
HEL-248 hsa00511 Other_glycan_degradation
HEL-248 hsa01100 Metabolic_pathways
CFH hsa04610 Complement_and_coagulation_cascades
CFH hsa05150 Staphylococcus_aureus_infection
FHL1 hsa04610 Complement_and_coagulation_cascades
FHL1 hsa05150 Staphylococcus_aureus_infection
FH hsa04610 Complement_and_coagulation_cascades
FH hsa05150 Staphylococcus_aureus_infection
HGD hsa00350 Tyrosine_metabolism
HGD hsa01100 Metabolic_pathways
HGF hsa05205 Proteoglycans_in_cancer
HGF hsa04510 Focal_adhesion
HGF hsa05218 Melanoma
HGF hsa04151 PI3K-Akt_signaling_pathway
HGF hsa04015 Rap1_signaling_pathway
HGF hsa05200 Pathways_in_cancer
HGF hsa01521 EGFR_tyrosine_kinase_inhibitor_resistance
HGF hsa05211 Renal_cell_carcinoma
HGF hsa04060 Cytokine-cytokine_receptor_interaction
HGF hsa04014 Ras_signaling_pathway
HGF hsa05144 Malaria
HRG hsa01521 EGFR_tyrosine_kinase_inhibitor_resistance
HRG hsa04012 ErbB_signaling_pathway
NRG1 hsa01521 EGFR_tyrosine_kinase_inhibitor_resistance
NRG1 hsa04012 ErbB_signaling_pathway
HHEX hsa05202 Transcriptional_misregulation_in_cancer
HHEX hsa04950 Maturity_onset_diabetes_of_the_young
HIF1A hsa05231 Choline_metabolism_in_cancer
HIF1A hsa05200 Pathways_in_cancer
HIF1A hsa05230 Central_carbon_metabolism_in_cancer
HIF1A hsa05205 Proteoglycans_in_cancer
HIF1A hsa04919 Thyroid_hormone_signaling_pathway
HIF1A hsa04066 HIF-1_signaling_pathway
HIF1A hsa05211 Renal_cell_carcinoma
HIP1 hsa05016 Huntington's_disease
UBE2K hsa04120 Ubiquitin_mediated_proteolysis
HK1 hsa00051 Fructose_and_mannose_metabolism
HK1 hsa04066 HIF-1_signaling_pathway
HK1 hsa04910 Insulin_signaling_pathway
HK1 hsa01200 Carbon_metabolism
HK1 hsa00052 Galactose_metabolism
HK1 hsa04973 Carbohydrate_digestion_and_absorption
HK1 hsa04930 Type_II_diabetes_mellitus
HK1 hsa00520 Amino_sugar_and_nucleotide_sugar_metabolism
HK1 hsa01100 Metabolic_pathways
HK1 hsa05230 Central_carbon_metabolism_in_cancer
HK1 hsa00524 Neomycin,_kanamycin_and_gentamicin_biosynthesis
HK1 hsa00500 Starch_and_sucrose_metabolism
HK1 hsa00010 Glycolysis_/_Gluconeogenesis
HK2 hsa04066 HIF-1_signaling_pathway
HK2 hsa00520 Amino_sugar_and_nucleotide_sugar_metabolism
HK2 hsa01200 Carbon_metabolism
HK2 hsa04973 Carbohydrate_digestion_and_absorption
HK2 hsa00524 Neomycin,_kanamycin_and_gentamicin_biosynthesis
HK2 hsa04910 Insulin_signaling_pathway
HK2 hsa00051 Fructose_and_mannose_metabolism
HK2 hsa00052 Galactose_metabolism
HK2 hsa05230 Central_carbon_metabolism_in_cancer
HK2 hsa01100 Metabolic_pathways
HK2 hsa00010 Glycolysis_/_Gluconeogenesis
HK2 hsa00500 Starch_and_sucrose_metabolism
HK2 hsa04930 Type_II_diabetes_mellitus
HK3 hsa00500 Starch_and_sucrose_metabolism
HK3 hsa00520 Amino_sugar_and_nucleotide_sugar_metabolism
HK3 hsa00010 Glycolysis_/_Gluconeogenesis
HK3 hsa05230 Central_carbon_metabolism_in_cancer
HK3 hsa04910 Insulin_signaling_pathway
HK3 hsa04066 HIF-1_signaling_pathway
HK3 hsa04973 Carbohydrate_digestion_and_absorption
HK3 hsa00051 Fructose_and_mannose_metabolism
HK3 hsa01100 Metabolic_pathways
HK3 hsa04930 Type_II_diabetes_mellitus
HK3 hsa01200 Carbon_metabolism
HK3 hsa00052 Galactose_metabolism
HK3 hsa00524 Neomycin,_kanamycin_and_gentamicin_biosynthesis
HLA-A hsa05169 Epstein-Barr_virus_infection
HLA-A hsa05416 Viral_myocarditis
HLA-A hsa04144 Endocytosis
HLA-A hsa04612 Antigen_processing_and_presentation
HLA-A hsa05332 Graft-versus-host_disease
HLA-A hsa04514 Cell_adhesion_molecules_(CAMs)
HLA-A hsa05330 Allograft_rejection
HLA-A hsa04145 Phagosome
HLA-A hsa05168 Herpes_simplex_infection
HLA-A hsa05166 HTLV-I_infection
HLA-A hsa04650 Natural_killer_cell_mediated_cytotoxicity
HLA-A hsa05203 Viral_carcinogenesis
HLA-A hsa05320 Autoimmune_thyroid_disease
HLA-A hsa04940 Type_I_diabetes_mellitus
HLA-B hsa05166 HTLV-I_infection
HLA-B hsa04145 Phagosome
HLA-B hsa05169 Epstein-Barr_virus_infection
HLA-B hsa04650 Natural_killer_cell_mediated_cytotoxicity
HLA-B hsa04612 Antigen_processing_and_presentation
HLA-B hsa04940 Type_I_diabetes_mellitus
HLA-B hsa04144 Endocytosis
HLA-B hsa04514 Cell_adhesion_molecules_(CAMs)
HLA-B hsa05320 Autoimmune_thyroid_disease
HLA-B hsa05332 Graft-versus-host_disease
HLA-B hsa05203 Viral_carcinogenesis
HLA-B hsa05416 Viral_myocarditis
HLA-B hsa05168 Herpes_simplex_infection
HLA-B hsa05330 Allograft_rejection
HLA-C hsa04145 Phagosome
HLA-C hsa05330 Allograft_rejection
HLA-C hsa04514 Cell_adhesion_molecules_(CAMs)
HLA-C hsa05166 HTLV-I_infection
HLA-C hsa05169 Epstein-Barr_virus_infection
HLA-C hsa04612 Antigen_processing_and_presentation
HLA-C hsa04940 Type_I_diabetes_mellitus
HLA-C hsa05203 Viral_carcinogenesis
HLA-C hsa05320 Autoimmune_thyroid_disease
HLA-C hsa04144 Endocytosis
HLA-C hsa05168 Herpes_simplex_infection
HLA-C hsa05332 Graft-versus-host_disease
HLA-C hsa05416 Viral_myocarditis
HLA-C hsa04650 Natural_killer_cell_mediated_cytotoxicity
HLA-DMA hsa05166 HTLV-I_infection
HLA-DMA hsa05152 Tuberculosis
HLA-DMA hsa05140 Leishmaniasis
HLA-DMA hsa05320 Autoimmune_thyroid_disease
HLA-DMA hsa05322 Systemic_lupus_erythematosus
HLA-DMA hsa05168 Herpes_simplex_infection
HLA-DMA hsa05332 Graft-versus-host_disease
HLA-DMA hsa04145 Phagosome
HLA-DMA hsa05145 Toxoplasmosis
HLA-DMA hsa05310 Asthma
HLA-DMA hsa04672 Intestinal_immune_network_for_IgA_production
HLA-DMA hsa04940 Type_I_diabetes_mellitus
HLA-DMA hsa05321 Inflammatory_bowel_disease_(IBD)
HLA-DMA hsa05416 Viral_myocarditis
HLA-DMA hsa04514 Cell_adhesion_molecules_(CAMs)
HLA-DMA hsa05323 Rheumatoid_arthritis
HLA-DMA hsa05150 Staphylococcus_aureus_infection
HLA-DMA hsa04612 Antigen_processing_and_presentation
HLA-DMA hsa05164 Influenza_A
HLA-DMA hsa05330 Allograft_rejection
HLA-DMB hsa05330 Allograft_rejection
HLA-DMB hsa05323 Rheumatoid_arthritis
HLA-DMB hsa04940 Type_I_diabetes_mellitus
HLA-DMB hsa05150 Staphylococcus_aureus_infection
HLA-DMB hsa05168 Herpes_simplex_infection
HLA-DMB hsa05310 Asthma
HLA-DMB hsa05164 Influenza_A
HLA-DMB hsa04514 Cell_adhesion_molecules_(CAMs)
HLA-DMB hsa05322 Systemic_lupus_erythematosus
HLA-DMB hsa05140 Leishmaniasis
HLA-DMB hsa05166 HTLV-I_infection
HLA-DMB hsa05321 Inflammatory_bowel_disease_(IBD)
HLA-DMB hsa05320 Autoimmune_thyroid_disease
HLA-DMB hsa04672 Intestinal_immune_network_for_IgA_production
HLA-DMB hsa04145 Phagosome
HLA-DMB hsa05145 Toxoplasmosis
HLA-DMB hsa05332 Graft-versus-host_disease
HLA-DMB hsa05152 Tuberculosis
HLA-DMB hsa04612 Antigen_processing_and_presentation
HLA-DMB hsa05416 Viral_myocarditis
MNX1 hsa04950 Maturity_onset_diabetes_of_the_young
HLA-DOA hsa05168 Herpes_simplex_infection
HLA-DOA hsa05166 HTLV-I_infection
HLA-DOA hsa05145 Toxoplasmosis
HLA-DOA hsa05321 Inflammatory_bowel_disease_(IBD)
HLA-DOA hsa05330 Allograft_rejection
HLA-DOA hsa05150 Staphylococcus_aureus_infection
HLA-DOA hsa05320 Autoimmune_thyroid_disease
HLA-DOA hsa04514 Cell_adhesion_molecules_(CAMs)
HLA-DOA hsa05332 Graft-versus-host_disease
HLA-DOA hsa04612 Antigen_processing_and_presentation
HLA-DOA hsa05416 Viral_myocarditis
HLA-DOA hsa04145 Phagosome
HLA-DOA hsa04672 Intestinal_immune_network_for_IgA_production
HLA-DOA hsa05323 Rheumatoid_arthritis
HLA-DOA hsa05310 Asthma
HLA-DOA hsa05164 Influenza_A
HLA-DOA hsa05152 Tuberculosis
HLA-DOA hsa04940 Type_I_diabetes_mellitus
HLA-DOA hsa05322 Systemic_lupus_erythematosus
HLA-DOA hsa05140 Leishmaniasis
HLA-DOB hsa05150 Staphylococcus_aureus_infection
HLA-DOB hsa05310 Asthma
HLA-DOB hsa05416 Viral_myocarditis
HLA-DOB hsa04672 Intestinal_immune_network_for_IgA_production
HLA-DOB hsa05164 Influenza_A
HLA-DOB hsa05321 Inflammatory_bowel_disease_(IBD)
HLA-DOB hsa04145 Phagosome
HLA-DOB hsa04940 Type_I_diabetes_mellitus
HLA-DOB hsa05168 Herpes_simplex_infection
HLA-DOB hsa05330 Allograft_rejection
HLA-DOB hsa05152 Tuberculosis
HLA-DOB hsa04612 Antigen_processing_and_presentation
HLA-DOB hsa05332 Graft-versus-host_disease
HLA-DOB hsa05166 HTLV-I_infection
HLA-DOB hsa05140 Leishmaniasis
HLA-DOB hsa05145 Toxoplasmosis
HLA-DOB hsa05323 Rheumatoid_arthritis
HLA-DOB hsa04514 Cell_adhesion_molecules_(CAMs)
HLA-DOB hsa05320 Autoimmune_thyroid_disease
HLA-DOB hsa05322 Systemic_lupus_erythematosus
HLA-DPA1 hsa05140 Leishmaniasis
HLA-DPA1 hsa05150 Staphylococcus_aureus_infection
HLA-DPA1 hsa04514 Cell_adhesion_molecules_(CAMs)
HLA-DPA1 hsa05332 Graft-versus-host_disease
HLA-DPA1 hsa04145 Phagosome
HLA-DPA1 hsa05164 Influenza_A
HLA-DPA1 hsa05310 Asthma
HLA-DPA1 hsa05320 Autoimmune_thyroid_disease
HLA-DPA1 hsa05322 Systemic_lupus_erythematosus
